NÂ°,CODIGO INFRACCION,TIPO DE VIA,LUGAR DE INTERVENCION,EMPRESA DE TRANSPORTE,CLUSTER
5025,R15,AV.,JOSE PARDO,TAXI NUEVO SAN JUAN,110
5026,U10,AV.,OSCAR R. BENAVIDES,RANSA COMERCIAL,18
5027,U07,AV.,OSCAR R. BENAVIDES,OPERADOR LOG. PUCHOC,79
5028,R15,AV.,JOSE PARDO,TAXI TURISM. Y MULT. JUNIORÂ´S,159
5029,R15,AV.,JOSE PARDO,TORRES HINOSTROZA,159
5030,R15,CA.,BERLIN,CRIS MOTORÂ´S IMPORT,104
5031,U04,CA.,BELLAVISTA,DISTRIBUIDORA PACI SRL,107
5032,U04,CA.,DIEZ CANSECO,DISTRIBUIDORA PACI,111
5033,U07,CA.,DOS DE MAYO,UNION DE CONCRETERAS S.A,4
5035,N61,OV.,MIRAFLORES,ETRASCPSA,1
5038,N61,AV.,OSCAR R. BENAVIDES,HOLREX EXPRESS,22
5039,R12,AV.,OSCAR R. BENAVIDES,GLOBAL FAST S.A.C,144
5041,U04,CA.,BELLAVISTA,DISTRIBUCIONES ROBASA,107
5042,U04,CA.,COLON,LELY SPECIAL CORPORATION,104
5043,U04,CA.,ARISTIDES ALJOVIN,TRANSP. J&L SERV. CARGA N,104
5044,U07,OV.,GUTIERREZ,TRANSPORTES RKM,4
5045,N61,AV.,PASEO DE LA REP.,ESPECIAL SOLIDARIDAD,22
5046,N61,AV.,ALFREDO BENAVIDES,E.T. SAN ANTONIO S.A,12
5047,N61,AV.,ALFREDO BENAVIDES,HOLREX EXPRESS,12
5048,N61,AV.,JOSE PARDO,HOLDING EXPRESS,44
5049,N50,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,9
5050,N24,CA.,JOSE OLAYA,STO. CRISTO DE PACHACAMILLA,57
5059,N61,AV.,JOSE PARDO,HOLREX,44
5062,N01,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,33
5069,N44,AV.,ANGAMOS OESTE,EXPRESS PACHACAMAC,98
5070,N61,AV.,ANGAMOS OESTE,GRUPO ORION,12
5076,N63,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,41
5077,N63,AV.,ALFREDO BENAVIDES,GRUPO SALAMANCA,0
5080,N01,AV.,PETIT THOUARS,25 DE SETIEMBRE,69
5081,N40,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
5082,N61,AV.,ALFREDO BENAVIDES,HOLREX,12
5083,N67,AV.,MARISCAL OSCAR BENAVIDES,UNIDOS CHAMA,46
5084,N63,AV.,ALFREDO BENAVIDES,HOLREX,36
5085,N61,AV.,PETIT THOUARS,HOLREX,1
5086,N63,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
5094,N01,AV.,PETIT THOUARS,25 DE SETIEMBRE,69
5106,N61,AV.,ALFREDO BENAVIDES,HOLREX,12
5107,N24,AV.,RICARDO PALMA,HOLDING EXPRESS,38
5118,N24,CA.,JOSE OLAYA,UNIDOS CHAMA,57
5119,N61,AV.,RICARDO PALMA,STAR TOURS,75
5122,N61,AV.,ANGAMOS ESTE,CORPORACION ALELUYA,51
5124,N67,AV.,ANGAMOS ESTE,CORPORACION ALELUYA,106
5136,N61,AV.,ANGAMOS ESTE,STO. CRISTO DE PACHACAMILLA,51
5144,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
5155,N24,AV.,RICARDO PALMA,HOLDING EXPRESS,38
5167,N61,AV.,PETIT THOUARS,URANO TOURS SA.,1
5180,N34,AV.,GNRAL CORDOVA,EXPRESS PACHACAMAC,98
5182,N01,AV.,GNRAL CORDOVA,TRANSPORTES ANGAMOS,7
5185,N61,AV.,OSCAR R. BENAVIDES,STO. CRISTO DE PACHACAMILLA,22
5189,N01,AV.,GNRAL CORDOVA,MIRAFLORES MONTERRICO,7
5208,N67,AV.,PETIT THOUARS,UNIDOS CHAMA,46
5211,N01,AV.,GNRAL CORDOVA,MIRAFLORES MONTERRICO,7
5212,N01,AV.,GNRAL CORDOVA,MIRAFLORES MONTERRICO,7
5213,N01,AV.,GNRAL CORDOVA,TRANSPORTES ANGAMOS,7
5214,N34,AV.,ANGAMOS OESTE,EXPRESS PACHACAMAC,98
5220,N50,CA.,GNRAL. MENDIBURU,ET. FOCAM SA.,3
5223,N34,AV.,OSCAR R. BENAVIDES,HOLREX,36
5224,N44,AV.,JOSE PARDO,HOLDING EXPRESS,13
5231,N50,AV.,ALFREDO BENAVIDES,HOLREX,36
5244,N67,AV.,ANGAMOS OESTE,STO. CRISTO DE PACHACAMILLA,74
5250,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
5254,N40,AV.,GNRAL CORDOVA,MIRAFLORES MONTERRICO,9
5279,N61,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,22
5280,N61,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,22
5283,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5289,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
5295,N34,AV.,GNRAL CORDOVA,TRANSPORTES ANGAMOS,13
5301,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
5304,N50,AV.,ALFREDO BENAVIDES,HOLREX,36
5316,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
5322,N67,AV.,GNRAL CORDOVA,MIRAFLORES MONTERRICO,122
5323,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
5325,N67,CA.,ENRIQUE PALACIOS,HOLDING EXPRESS,131
5326,N67,AV.,GNRAL CORDOVA,TRANSP. VENEZUELA S.A,2
5329,N67,AV.,JOSE PARDO,CUARENTA INTEGRADA,77
5342,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5343,N34,AV.,ALFREDO BENAVIDES,HOLREX,36
5344,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
5345,N24,AV.,JOSE PARDO,VIRGEN DE COPACABANA,18
5346,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5358,N01,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,21
5361,N34,AV.,ALFREDO BENAVIDES,LAS FLORES,36
5365,N01,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
5366,N42,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
5373,N61,AV.,JOSE LARCO,VIRGEN DE COPACABANA,1
5453,N61,CA.,MATEO PUMACAHUA,STAR TOURS,75
5460,N61,CA.,ELIAS AGUIRRE,ESPECIAL SOLIDARIDAD,22
5463,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
5468,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
5482,N61,AV.,ANGAMOS ESTE,MIRAFLORES MONTERRICO,9
5500,N61,AV.,ANGAMOS OESTE,GRUPO ORION,12
5502,N61,AV.,PETIT THOUARS,RAPIDO UNIVERSAL,1
5503,N67,AV.,ANGAMOS OESTE,CUARENTA INTEGRADA,74
5508,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
5509,N67,AV.,CMDTE. ESPINAR,HOLDING EXPRESS,131
5514,N24,PSJE.,OLAYA,UNIDOS CHAMA,57
5526,N61,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
5530,N44,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,13
5537,N61,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,1
5538,N61,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,1
5547,N01,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,21
5552,N61,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
5556,N61,AV.,ANGAMOS OESTE,GRUPO ORION,12
5557,N61,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,32
5561,N61,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,22
5566,N01,CA.,CHICLAYO,GRUPO ORION,80
5570,N67,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
5575,N67,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
5576,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
5577,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
5578,N24,AV.,ANGAMOS OESTE,LOS ANGELES DEL PERU SAC.,24
5587,N24,AV.,JOSE PARDO,ESPECIAL SOLIDARIDAD,0
5588,N24,AV.,JOSE PARDO,VIRGEN DE COPACABANA,18
5595,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5598,N61,AV.,JOSE PARDO,ESPECIAL SOLIDARIDAD,22
5603,N71,CA.,ATAHUALPA,HOLREX,3
5604,N42,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
5620,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
5621,N61,AV.,ANGAMOS ESTE,LOS ANGELES DEL PERU SAC.,51
5623,N61,AV.,GNRAL. CORDOVA,TRANSPORTES ANGAMOS,13
5624,N61,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,1
5626,N71,CA.,CHICLAYO,ATCR S.A,123
5636,N61,AV.,ANGAMOS OESTE,GRUPO ORION,12
5645,N50,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,9
5646,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5650,N01,AV.,CMDTE. ESPINAR,ESPECIAL SOLIDARIDAD,68
5651,N01,AV.,JOSE PARDO,EL PROGRESO S.A,68
5670,N67,AV.,OSCAR R. BENAVIDES,HOLREX,116
5674,N01,AV.,OSCAR R. BENAVIDES,ROMA INTERNACIONAL,88
5675,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5678,N61,AV.,PETIT THOUARS,HOLREX,1
5680,N42,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
5682,N17,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,88
5684,N34,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
5685,N67,AV.,GNRAL. CORDOVA,EXPRESS PACHACAMAC,122
5688,N01,AV.,OSCAR R. BENAVIDES,ATCR S.A,88
5689,N61,AV.,BAJADA BALTA,HOLDING EXPRESS,76
5694,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
5696,N01,AV.,JOSE LARCO,ESPECIAL SOLIDARIDAD,7
5710,N61,AV.,ALFREDO BENAVIDES,LAS FLORES,12
5716,N67,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
5720,N61,AV.,JOSE LARCO,HOGAR TOURS,47
5721,N67,AV.,CMDTE. ESPINAR,TRANSCATEL,77
5723,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5724,N61,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,32
5730,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5745,N24,PSJE.,OLAYA,UNIDOS CHAMA,57
5746,N67,AV.,GNRAL. CORDOVA,TRANSPORTES ANGAMOS,13
5759,N05,CA.,JOSE GALVEZ,TRANSPORTES UNIDOS,3
5760,N34,AV.,GNRAL. CORDOVA,SAGRADO CORAZON,13
5761,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5765,N01,AV.,GNRAL. CORDOVA,TRANSPORTES ANGAMOS,13
5767,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
5772,N22,AV.,ANGAMOS OESTE,GRUPO ORION,45
5773,N67,AV.,ANGAMOS ESTE,TRANSPORTES ANGAMOS,74
5777,N61,AV.,PETIT THOUARS,TRANSLIMA SA.,1
5779,N61,AV.,ANGAMOS OESTE,ATCR S.A,24
5781,N61,CA.,BOLOGNESI,TRANSPORTES UNIDOS,4
5783,N34,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,70
5785,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
5793,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
5794,N34,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,70
5796,N67,AV.,GNRAL. CORDOVA,TRANSPORTES ANGAMOS,13
5801,N34,AV.,OSCAR R. BENAVIDES,HOLREX,36
5808,N61,PSJE.,OLAYA,UNIDOS CHAMA,48
5812,N67,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
5813,N67,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
5822,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
5830,N61,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,22
5839,N61,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
5842,N01,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,88
5845,N71,CA.,CRNEL. INCLAN,LOS ANGELES DEL PERU SAC.,3
5852,N01,CA.,HIPOLITO UNANUE,TRANSPORTES ANGAMOS,165
5853,N01,AV.,OSCAR R. BENAVIDES,EL PROGRESO S.A,88
5854,N24,CA.,ATAHUALPA,URANO TOURS SA.,23
5855,N24,CA.,ATAHUALPA,URANO TOURS SA.,23
5856,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
5863,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
5874,N01,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
5876,N61,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,22
5877,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
5879,N71,CA.,SCHELL,HOLREX,3
5880,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
5881,N67,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,88
5882,N67,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,88
5883,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
5884,N01,AV.,OSCAR R. BENAVIDES,ROMA INTERNACIONAL,88
5888,N61,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,22
5890,N61,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,22
5891,N01,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,88
5892,N61,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,22
5894,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
5903,N61,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,22
5904,N61,AV.,OSCAR R. BENAVIDES,HOLREX,22
5910,N67,AV.,ANGAMOS ESTE,MIRAFLORES MONTERRICO,9
5912,N61,AV.,OSCAR R. BENAVIDES,HOLREX,22
5913,N34,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,36
5915,N61,AV.,ANGAMOS OESTE,GRUPO DIEZ SAC.,32
5920,N33,CA.,CHICLAYO,LOS ANGELES DEL PERU SAC.,3
5921,N33,CA.,CHICLAYO,ATCR S.A,123
5924,N71,CA.,SCHELL,HOLREX,3
5947,N63,AV.,OSCAR R. BENAVIDES,LAS FLORES,139
5956,N01,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,88
5961,N61,AV.,OSCAR R. BENAVIDES,HOLREX,22
5962,N71,CA.,IGNACIO DE LA PUENTE,HOGAR TOURS,3
5963,N50,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,41
5964,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
5965,N61,AV.,ALFREDO BENAVIDES,HOLREX,12
5966,N34,AV.,OSCAR R. BENAVIDES,HOLREX,36
5983,N34,AV.,BALTA,UNIDOS CHAMA,70
5984,N67,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,2
5985,N67,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,2
5990,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
5991,N61,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,22
5994,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
6001,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
6002,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
6004,N67,AV.,JOSE PARDO,GRUPO ORION,2
6027,N01,AV.,JOSE LARCO,ESPECIAL SOLIDARIDAD,7
6036,N61,AV.,JOSE LARCO,ROMA INTERNACIONAL,47
6069,N61,CA.,SCHELL,HOLREX,14
6087,R15,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
6115,N24,AV.,JOSE LARCO,ET. 4 SUYOS S.A,23
6117,N01,AV.,JOSE LARCO,ESPECIAL SOLIDARIDAD,7
6119,N34,AV.,PETIT THOUARS,HOLDING EXPRESS,1
6120,N34,AV.,PETIT THOUARS,HOLDING EXPRESS,1
6121,N61,AV.,PETIT THOUARS,URANO TOURS SA.,1
6122,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
6138,N61,AV.,ANGAMOS ESTE,ATCR S.A,51
6139,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
6143,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
6148,N67,AV.,ANGAMOS OESTE,STO. CRISTO DE PACHACAMILLA,74
6150,N61,AV.,ANGAMOS OESTE,TRUSAC,32
6158,N40,AV.,OSCAR R. BENAVIDES,HOLREX,116
6164,N53,AV.,ALFREDO BENAVIDES,TRANSCASTEL,62
6165,N67,AV.,ALFREDO BENAVIDES,NUEVA AMERICA SA,2
6166,N61,CA.,CHICLAYO,ATCR S.A,51
6167,N67,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,46
6180,N24,CA.,DOS DE MAYO,HOLREX,57
6197,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
6202,N61,CA.,CRNEL. INCLAN,ATCR S.A,123
6203,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6205,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
6206,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
6212,N34,AV.,ANGAMOS ESTE,NUEVO HORIZONTE,9
6213,N67,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,2
6214,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6216,N67,AV.,ANGAMOS ESTE,LOS ANGELES DEL PERU SAC.,106
6222,N73,AV.,ALFREDO BENAVIDES,STO. CRISTO DE PACHACAMILLA,64
6223,N50,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,41
6227,N01,AV.,PETIT THOUARS,SAN SEBASTIAN S.A,69
6229,N53,AV.,ALFREDO BENAVIDES,UNIDOS CHAMA,28
6234,N61,AV.,CASIMIRO ULLOA,HOLDING EXPRESS,76
6235,N67,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,2
6237,N61,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,12
6246,N61,AV.,JOSE LARCO,ESPECIAL SOLIDARIDAD,22
6247,N53,AV.,ALFREDO BENAVIDES,UNIDOS CHAMA,28
6248,N67,AV.,ANGAMOS ESTE,LOS ANGELES DEL PERU SAC.,106
6254,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6258,N53,AV.,OSCAR R. BENAVIDES,STO. CRISTO DE PACHACAMILLA,157
6275,N61,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,22
6278,N01,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,88
6282,N67,CA.,GNRAL. MENDIBURU,MIGUEL GRAU,171
6287,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
6288,N61,AV.,ALFREDO BENAVIDES,HOLREX,12
6292,N01,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
6293,N61,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,1
6298,N24,AV.,PASEO DE LA REPUBLICA,URANO TOURS SA.,23
6303,N61,AV.,OSCAR R. BENAVIDES,HOLREX,22
6310,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
6311,N61,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,22
6328,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6333,N71,AV.,PASEO DE LA REPUBLICA,25 DE SETIEMBRE,28
6335,N40,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6344,N24,MLCON.,28 DE JULIO,VIRGEN DE COPACABANA,18
6361,N14,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6364,N61,AV.,OSCAR R. BENAVIDES,HOLREX,22
6368,N61,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,22
6374,N34,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,70
6379,N01,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,33
6391,N01,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,33
6393,N67,AV.,ALFREDO BENAVIDES,CUARENTA INTEGRADA,2
6394,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
6395,N61,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,12
6402,N61,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,1
6403,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6406,N61,CA.,SCHELL,HOLREX,14
6407,N71,CA.,ALMTE. MONTERO,TRANSPORTES ANGAMOS,3
6408,N50,AV.,ALFREDO BENAVIDES,UNIDOS CHAMA,28
6418,N63,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
6420,N67,AV.,PETIT THOUARS,UNIDOS CHAMA,46
6421,N01,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,33
6422,N24,AV.,OSCAR R. BENAVIDES,ATCR S.A,18
6423,N24,AV.,OSCAR R. BENAVIDES,ATCR S.A,18
6425,N01,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,33
6432,N61,AV.,ALFREDO BENAVIDES,HOLREX,12
6433,N63,AV.,OSCAR R. BENAVIDES,GRUPO ORION,139
6434,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6435,N24,CA.,GNRAL. SUAREZ,GRUPO SALAMANCA,57
6437,N61,AV.,ALFREDO BENAVIDES,HOLREX,12
6440,N63,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,139
6441,N71,AV.,AREQUIPA,EDILBERTO RAMOS SAC,28
6442,N61,AV.,PETIT THOUARS,URANO TOURS SA.,1
6443,N61,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,12
6445,N44,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6465,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
6470,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
6473,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
6474,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6477,N63,AV.,OSCAR R. BENAVIDES,STO. CRISTO DE PACHACAMILLA,139
6487,N53,AV.,ALFREDO BENAVIDES,HOLREX,36
6488,N53,AV.,ALFREDO BENAVIDES,CUARENTA INTEGRADA,62
6498,N24,AV.,PASEO DE LA REPUBLICA,URANO TOURS SA.,23
6502,N01,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6503,N01,AV.,PETIT THOUARS,RAPIDO MUSA SA.,69
6507,N67,AV.,ALFREDO BENAVIDES,GRUPO ORION,2
6509,N34,AV.,ALFREDO BENAVIDES,CUARENTA INTEGRADA,36
6510,N34,AV.,ALFREDO BENAVIDES,CUARENTA INTEGRADA,36
6512,N67,AV.,ALFREDO BENAVIDES,HOLREX,2
6529,N24,AV.,PETIT THOUARS,HOLREX,16
6536,N67,AV.,ALFREDO BENAVIDES,HOLREX,2
6539,N34,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,25
6540,N61,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,1
6542,N67,AV.,ALFREDO BENAVIDES,STO. CRISTO DE PACHACAMILLA,2
6550,N67,AV.,PASEO DE LA REPUBLICA,HOGAR TOURS,117
6552,N01,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
6554,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
6555,N01,AV.,AREQUIPA,ROMA INTERNACIONAL,7
6561,N44,AV.,OSCAR R. BENAVIDES,ETS. SAN ANTONIO,148
6564,N01,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,33
6577,N67,AV.,ANGAMOS ESTE,EDILBERTO RAMOS SAC,106
6578,N67,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,2
6582,N34,AV.,ALFREDO BENAVIDES,HOLREX,36
6583,N61,AV.,PASEO DE LA REPUBLICA,AQUARIUS SAC,48
6584,N34,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,36
6585,N61,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,1
6586,N61,CA.,DOS DE MAYO,ET. JOSE OLAYA,57
6588,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
6589,N34,AV.,ALFREDO BENAVIDES,GRUPO ORION,2
6590,N01,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
6598,N34,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,36
6605,N34,AV.,ALFREDO BENAVIDES,TRANSCATEL,36
6607,N34,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
6613,N61,AV.,ALFREDO BENAVIDES,HOLREX,12
6614,N61,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,12
6616,N01,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,21
6620,N24,AV.,PASEO DE LA REPUBLICA,ESPECIAL SOLIDARIDAD,0
6622,N61,AV.,ALFREDO BENAVIDES,HOLREX,12
6623,N61,AV.,ALFREDO BENAVIDES,HOGAR TOURS,12
6626,N61,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6633,N50,AV.,RICARDO PALMA,TRANSPORTES VENEZUELA,9
6636,N63,AV.,OSCAR R. BENAVIDES,STO. CRISTO DE PACHACAMILLA,139
6638,N01,AV.,OSCAR R. BENAVIDES,RAPIDO MUSA SA.,88
6639,N50,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
6640,N34,AV.,ALFREDO BENAVIDES,HOLREX,36
6641,N34,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,36
6642,N61,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
6644,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
6646,N63,AV.,OSCAR R. BENAVIDES,HOLDING EXPRESS,139
6651,N61,AV.,ALFREDO BENAVIDES,HOLDING EXPRESS,12
6653,N61,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,1
6654,N01,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
6656,N40,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
6666,N61,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
